game_id,match_date,match_time,attendance,home_team,away_team,home_score,away_score,possession_home,possession_away,passing_accuracy_home,passing_accuracy_away,shots_on_target_home,shots_on_target_away,saves_home,saves_away,fouls_home,fouls_away,corners_home,corners_away,crosses_home,crosses_away,touches_home,touches_away,tackles_home,tackles_away,interceptions_home,interceptions_away,aerials_won_home,aerials_won_away,clearances_home,clearances_away,offsides_home,offsides_away,goal_kicks_home,goal_kicks_away,throw_ins_home,throw_ins_away,long_balls_home,long_balls_away
810cc4f5,6/7/2025,16:30,14094,Bay FC,Portland Thorns FC,1,0,46,54,74,74,20,31,100,50,13,12,1,9,12,25,580,632,27,17,11,8,10,11,54,25,0,1,11,8,31,26,64,70
